0,MEROPS,Orthogroup
mpi|P42|17002299|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_2299,S9,OG0001855
mpi|P143|20001019|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_1019,S9,OG0001855
mpi|P40|400246|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_246,S9,OG0001855
mpi|P15|1900158|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_158,S9,OG0001855
mpi|P50|500397|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_397,S9,OG0001855
mpi|P340|15002301|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_2301,S9,OG0001855
mpi|P45|120028|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_28,S9,OG0001855
mpi|P57|9001868|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_1868,S9,OG0001855
mpi|P10|2800556|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_556,S9,OG0001855
mpi|P67|22001037|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_1037,S9,OG0001855
mpi|P51|800528|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_528,S9,OG0001855
mpi|P14|700814|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_814,S15,OG0001879
mpi|P59|2800534|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_534,S15,OG0001879
mpi|P23|3800124|Fgenesh_Torrubiella_hemipterigena|contig_38_gene_124,S15,OG0001879
mpi|P34|13002533|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_2533,S15,OG0001879
mpi|P11|600869|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_869,S15,OG0001879
mpi|P24|2002606|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_2606,S15,OG0001879
mpi|P65|170075|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_75,S15,OG0001879
mpi|P35|10001425|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_1425,S15,OG0001879
mpi|P29|4500685|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_685,S15,OG0001879
mpi|P612|5700815|Fgenesh_Torrubiella_hemipterigena|contig_57_gene_815,S15,OG0001879
mpi|P68|3700809|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_809,S15,OG0001879
mpi|P21|5001013|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_1013,S15,OG0001879
mpi|P54|1200172|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_172,S15,OG0001879
mpi|P54|3100447|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_447,S15,OG0001879
mpi|P455|5002494|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_2494,S15,OG0001879
mpi|P25|74001798|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_1798,S15,OG0001879
jgi|P117|180799|estExt_Genewise1Plus.C_2_t10342,S15,OG0001879
mpi|P41|2400725|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_725,S15,OG0001879
mpi|P38|4002518|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_2518,S15,OG0001879
jgi|P16|253929|estExt_Genewise1Plus.C_2_t60028,S15,OG0001879
mpi|P31|3900751|Fgenesh_Torrubiella_hemipterigena|contig_39_gene_751,S15,OG0001879
mpi|P4|1002518|Fgenesh_Torrubiella_hemipterigena|contig_1_gene_2518,S15,OG0001879
mpi|P6|800344|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_344,S15,OG0001879
mpi|P33|370080|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_80,S15,OG0001879
mpi|P58|13001761|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_1761,S15,OG0001879
mpi|P22|1300284|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_284,S15,OG0001879
mpi|P27|3200566|Fgenesh_Torrubiella_hemipterigena|contig_32_gene_566,S15,OG0001879
mpi|P56|350013|Fgenesh_Torrubiella_hemipterigena|contig_35_gene_13,S15,OG0001879
mpi|P56|2000339|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_339,S15,OG0001879
mpi|P36|3100826|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_826,S15,OG0001879
mpi|P52|180058|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_58,S15,OG0001879
mpi|P13|200273|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_273,S15,OG0001879
mpi|P32|1900828|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_828,S15,OG0001879
mpi|P47|1500538|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_538,S15,OG0001879
mpi|P66|200914|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_914,S15,OG0001879
mpi|P7|4600278|Fgenesh_Torrubiella_hemipterigena|contig_46_gene_278,S15,OG0001879
mpi|P60|5100180|Fgenesh_Torrubiella_hemipterigena|contig_51_gene_180,S15,OG0001879
mpi|P63|1100821|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_821,S15,OG0001879
mpi|P46|680066|Fgenesh_Torrubiella_hemipterigena|contig_68_gene_66,S15,OG0001879
mpi|P49|1800969|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_969,S15,OG0001879
mpi|P421|34002526|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_2526,S15,OG0001879
mpi|P5|4400183|Fgenesh_Torrubiella_hemipterigena|contig_44_gene_183,S15,OG0001879
mpi|P43|3000834|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_834,S15,OG0001879
mpi|P1|6002558|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_2558,S15,OG0001879
mpi|P19|670090|Fgenesh_Torrubiella_hemipterigena|contig_67_gene_90,S15,OG0001879
mpi|P44|300813|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_813,S15,OG0001879
mpi|P2|6001468|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_1468,S15,OG0001879
mpi|P28|3300855|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_855,S15,OG0001879
mpi|P9|10013|Fgenesh_Torrubiella_hemipterigena|contig_1_gene_13,S15,OG0001879
mpi|P61|1600817|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_817,S15,OG0001879
mpi|P20|1250091|Fgenesh_Torrubiella_hemipterigena|contig_125_gene_91,S15,OG0001879
mpi|P62|2800546|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_546,S15,OG0001879
mpi|P8|8001048|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_1048,S15,OG0001879
mpi|P18|500090|Fgenesh_Torrubiella_hemipterigena|contig_50_gene_90,S15,OG0001879
mpi|P12|1500820|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_820,S15,OG0001879
mpi|P17|7400178|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_178,S15,OG0001879
mpi|P39|3100478|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_478,S15,OG0001879
mpi|P3|10002555|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_2555,S15,OG0001879
mpi|P55|260035|Fgenesh_Torrubiella_hemipterigena|contig_26_gene_35,S15,OG0001879
mpi|P26|230061|Fgenesh_Torrubiella_hemipterigena|contig_23_gene_61,S15,OG0001879
mpi|P48|12002473|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_2473,S15,OG0001879
mpi|P42|17002516|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_2516,S15,OG0001879
mpi|P143|2000808|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_808,S15,OG0001879
mpi|P40|40028|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_28,S15,OG0001879
mpi|P15|200812|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_812,S15,OG0001879
mpi|P50|500610|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_610,S15,OG0001879
mpi|P340|15002514|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_2514,S15,OG0001879
mpi|P45|1200243|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_243,S15,OG0001879
mpi|P57|1000827|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_827,S15,OG0001879
mpi|P10|2800337|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_337,S15,OG0001879
mpi|P67|2200820|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_820,S15,OG0001879
mpi|P51|800746|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_746,S15,OG0001879
mpi|P23|3800136|Fgenesh_Torrubiella_hemipterigena|contig_38_gene_136,M38,OG0001880
mpi|P455|5002504|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_2504,M38,OG0001880
mpi|P33|370090|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_90,M16,OG0001880
mpi|P32|1900818|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_818,M16,OG0001880
mpi|P5|4400173|Fgenesh_Torrubiella_hemipterigena|contig_44_gene_173,M38,OG0001880
mpi|P340|15002524|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_2524,M38,OG0001880
mpi|P14|700624|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_624,M35,OG0001885
mpi|P59|2800343|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_343,M35,OG0001885
mpi|P23|3800308|Fgenesh_Torrubiella_hemipterigena|contig_38_gene_308,M35,OG0001885
mpi|P34|13002725|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_2725,M35,OG0001885
mpi|P11|6001057|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_1057,M35,OG0001885
mpi|P24|2002794|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_2794,M35,OG0001885
mpi|P65|1700266|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_266,M35,OG0001885
mpi|P35|10001615|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_1615,M35,OG0001885
mpi|P29|4500503|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_503,M35,OG0001885
mpi|P612|5700625|Fgenesh_Torrubiella_hemipterigena|contig_57_gene_625,M35,OG0001885
mpi|P68|3700621|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_621,M35,OG0001885
mpi|P21|5001203|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_1203,M35,OG0001885
mpi|P54|3100262|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_262,M35,OG0001885
mpi|P455|5002681|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_2681,M35,OG0001885
mpi|P25|74001980|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_1980,M35,OG0001885
jgi|P117|288317|MIX14814_4_41,M35,OG0001885
mpi|P41|270039|Fgenesh_Torrubiella_hemipterigena|contig_27_gene_39,M35,OG0001885
mpi|P38|900127|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_127,M35,OG0001885
jgi|P16|326951|gm1.4401_g,M35,OG0001885
mpi|P31|3900562|Fgenesh_Torrubiella_hemipterigena|contig_39_gene_562,M35,OG0001885
mpi|P4|210039|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_39,M35,OG0001885
mpi|P6|800529|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_529,M35,OG0001885
mpi|P33|3700273|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_273,M35,OG0001885
mpi|P58|13001967|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_1967,M35,OG0001885
mpi|P22|130085|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_85,M35,OG0001885
mpi|P27|3200377|Fgenesh_Torrubiella_hemipterigena|contig_32_gene_377,M35,OG0001885
mpi|P56|3500198|Fgenesh_Torrubiella_hemipterigena|contig_35_gene_198,M35,OG0001885
mpi|P36|3100638|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_638,M35,OG0001885
mpi|P52|1800244|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_244,M35,OG0001885
mpi|P13|240026|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_26,M35,OG0001885
mpi|P32|1900635|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_635,M35,OG0001885
mpi|P47|1500729|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_729,M35,OG0001885
mpi|P66|2001104|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_1104,M35,OG0001885
mpi|P7|580041|Fgenesh_Torrubiella_hemipterigena|contig_58_gene_41,M35,OG0001885
mpi|P60|900660|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_660,M35,OG0001885
mpi|P63|1100629|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_629,M35,OG0001885
mpi|P46|4300143|Fgenesh_Torrubiella_hemipterigena|contig_43_gene_143,M35,OG0001885
mpi|P49|18001152|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_1152,M35,OG0001885
mpi|P421|34002717|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_2717,M35,OG0001885
mpi|P5|4200617|Fgenesh_Torrubiella_hemipterigena|contig_42_gene_617,M35,OG0001885
mpi|P43|3000641|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_641,M35,OG0001885
mpi|P1|6002753|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_2753,M35,OG0001885
mpi|P19|6700278|Fgenesh_Torrubiella_hemipterigena|contig_67_gene_278,M35,OG0001885
mpi|P44|300625|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_625,M35,OG0001885
mpi|P2|6001678|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_1678,M35,OG0001885
mpi|P28|33001045|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_1045,M35,OG0001885
mpi|P9|300619|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_619,M35,OG0001885
mpi|P64|560061|Fgenesh_Torrubiella_hemipterigena|contig_56_gene_61,M35,OG0001885
mpi|P64|300012|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_12,M35,OG0001885
mpi|P61|1600628|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_628,M35,OG0001885
mpi|P20|12600121|Fgenesh_Torrubiella_hemipterigena|contig_126_gene_121,M35,OG0001885
mpi|P62|2800739|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_739,M35,OG0001885
mpi|P8|8001241|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_1241,M35,OG0001885
mpi|P18|5000278|Fgenesh_Torrubiella_hemipterigena|contig_50_gene_278,M35,OG0001885
mpi|P12|1500633|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_633,M35,OG0001885
mpi|P17|7400363|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_363,M35,OG0001885
mpi|P39|3100663|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_663,M35,OG0001885
mpi|P3|700637|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_637,M35,OG0001885
mpi|P55|700670|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_670,M35,OG0001885
mpi|P26|210023|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_23,M35,OG0001885
mpi|P48|12002658|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_2658,M35,OG0001885
mpi|P42|2100620|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_620,M35,OG0001885
mpi|P143|2000618|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_618,M35,OG0001885
mpi|P40|700621|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_621,M35,OG0001885
mpi|P15|200626|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_626,M35,OG0001885
mpi|P50|500794|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_794,M35,OG0001885
mpi|P340|15002700|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_2700,M35,OG0001885
mpi|P45|1200432|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_432,M35,OG0001885
mpi|P57|1000632|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_632,M35,OG0001885
mpi|P10|2800150|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_150,M35,OG0001885
mpi|P67|2200627|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_627,M35,OG0001885
mpi|P51|800932|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_932,M35,OG0001885
mpi|P14|700432|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_432,S9,OG0001899
mpi|P59|2800150|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_150,S9,OG0001899
mpi|P23|3800503|Fgenesh_Torrubiella_hemipterigena|contig_38_gene_503,S9,OG0001899
mpi|P34|13002916|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_2916,S9,OG0001899
mpi|P11|1800438|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_438,S9,OG0001899
mpi|P24|2002984|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_2984,S9,OG0001899
mpi|P65|1700456|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_456,S9,OG0001899
mpi|P35|10001805|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_1805,S9,OG0001899
mpi|P29|4500312|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_312,S9,OG0001899
mpi|P612|5700435|Fgenesh_Torrubiella_hemipterigena|contig_57_gene_435,S9,OG0001899
mpi|P68|3700430|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_430,S9,OG0001899
mpi|P21|5001399|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_1399,S9,OG0001899
mpi|P54|310069|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_69,S9,OG0001899
mpi|P455|5002871|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_2871,S9,OG0001899
mpi|P25|74002170|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_2170,S9,OG0001899
jgi|P117|187369|estExt_Genewise1Plus.C_170234,S9,OG0001899
mpi|P41|2700231|Fgenesh_Torrubiella_hemipterigena|contig_27_gene_231,S9,OG0001899
mpi|P38|900318|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_318,S9,OG0001899
jgi|P16|69402|CE69401_2074,S9,OG0001899
mpi|P31|3900363|Fgenesh_Torrubiella_hemipterigena|contig_39_gene_363,S9,OG0001899
mpi|P4|2100230|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_230,S9,OG0001899
mpi|P6|800718|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_718,S9,OG0001899
mpi|P33|500442|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_442,S9,OG0001899
mpi|P58|13002165|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_2165,S9,OG0001899
mpi|P22|2100120|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_120,S9,OG0001899
mpi|P27|3200185|Fgenesh_Torrubiella_hemipterigena|contig_32_gene_185,S9,OG0001899
mpi|P56|3500393|Fgenesh_Torrubiella_hemipterigena|contig_35_gene_393,S9,OG0001899
mpi|P36|2800170|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_170,S9,OG0001899
mpi|P52|1800437|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_437,S9,OG0001899
mpi|P13|2500152|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_152,S9,OG0001899
mpi|P32|1900444|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_444,S9,OG0001899
mpi|P47|900432|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_432,S9,OG0001899
mpi|P66|2001294|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_1294,S9,OG0001899
mpi|P7|650038|Fgenesh_Torrubiella_hemipterigena|contig_65_gene_38,S9,OG0001899
mpi|P60|900464|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_464,S9,OG0001899
mpi|P63|1100436|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_436,S9,OG0001899
mpi|P46|4300354|Fgenesh_Torrubiella_hemipterigena|contig_43_gene_354,S9,OG0001899
mpi|P49|18001350|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_1350,S9,OG0001899
mpi|P421|34002911|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_2911,S9,OG0001899
mpi|P5|4200426|Fgenesh_Torrubiella_hemipterigena|contig_42_gene_426,S9,OG0001899
mpi|P43|3000451|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_451,S9,OG0001899
mpi|P1|6002949|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_2949,S9,OG0001899
mpi|P19|2200172|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_172,S9,OG0001899
mpi|P44|300431|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_431,S9,OG0001899
mpi|P2|6001892|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_1892,S9,OG0001899
mpi|P28|33001240|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_1240,S9,OG0001899
mpi|P9|300426|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_426,S9,OG0001899
mpi|P64|3000299|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_299,S9,OG0001899
mpi|P61|1600435|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_435,S9,OG0001899
mpi|P20|12600331|Fgenesh_Torrubiella_hemipterigena|contig_126_gene_331,S9,OG0001899
mpi|P62|2800937|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_937,S9,OG0001899
mpi|P8|10094|Fgenesh_Torrubiella_hemipterigena|contig_1_gene_94,S9,OG0001899
mpi|P18|123009|Fgenesh_Torrubiella_hemipterigena|contig_123_gene_9,S9,OG0001899
mpi|P18|5000469|Fgenesh_Torrubiella_hemipterigena|contig_50_gene_469,S9,OG0001899
mpi|P12|1500437|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_437,S9,OG0001899
mpi|P17|7400552|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_552,S9,OG0001899
mpi|P39|3100857|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_857,S9,OG0001899
mpi|P3|700440|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_440,S9,OG0001899
mpi|P55|700476|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_476,S9,OG0001899
mpi|P26|2100217|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_217,S9,OG0001899
mpi|P48|12002852|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_2852,S9,OG0001899
mpi|P42|2100430|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_430,S9,OG0001899
mpi|P143|2000426|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_426,S9,OG0001899
mpi|P40|700432|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_432,S9,OG0001899
mpi|P15|200433|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_433,S9,OG0001899
mpi|P50|500990|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_990,S9,OG0001899
mpi|P340|15002891|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_2891,S9,OG0001899
mpi|P45|1200626|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_626,S9,OG0001899
mpi|P57|1000434|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_434,S9,OG0001899
mpi|P10|20054|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_54,S9,OG0001899
mpi|P67|2200430|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_430,S9,OG0001899
mpi|P51|8001121|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_1121,S9,OG0001899
mpi|P14|70021|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_21,M35,OG0001974
mpi|P59|340015|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_15,M35,OG0001974
mpi|P23|330022|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_22,M35,OG0001974
mpi|P34|13003328|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_3328,M35,OG0001974
mpi|P11|180014|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_14,M35,OG0001974
mpi|P24|370029|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_29,M35,OG0001974
mpi|P65|3500268|Fgenesh_Torrubiella_hemipterigena|contig_35_gene_268,M35,OG0001974
mpi|P35|10002216|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_2216,M35,OG0001974
mpi|P29|420028|Fgenesh_Torrubiella_hemipterigena|contig_42_gene_28,M35,OG0001974
mpi|P612|570022|Fgenesh_Torrubiella_hemipterigena|contig_57_gene_22,M35,OG0001974
mpi|P68|370020|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_20,M35,OG0001974
mpi|P21|5001822|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_1822,M35,OG0001974
mpi|P54|3400345|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_345,M35,OG0001974
mpi|P455|5003284|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_3284,M35,OG0001974
mpi|P25|74002580|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_2580,M35,OG0001974
jgi|P117|190199|estExt_Genewise1Plus.C_260297,M35,OG0001974
mpi|P41|2700642|Fgenesh_Torrubiella_hemipterigena|contig_27_gene_642,M35,OG0001974
mpi|P38|80016|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_16,M35,OG0001974
jgi|P16|73774|CE73773_210,M35,OG0001974
mpi|P31|130017|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_17,M35,OG0001974
mpi|P4|2100641|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_641,M35,OG0001974
mpi|P6|330013|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_13,M35,OG0001974
mpi|P33|50022|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_22,M35,OG0001974
mpi|P58|13002594|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_2594,M35,OG0001974
mpi|P22|60019|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_19,M35,OG0001974
mpi|P27|60020|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_20,M35,OG0001974
mpi|P56|420011|Fgenesh_Torrubiella_hemipterigena|contig_42_gene_11,M35,OG0001974
mpi|P36|2800578|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_578,M35,OG0001974
mpi|P52|1800849|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_849,M35,OG0001974
mpi|P13|290013|Fgenesh_Torrubiella_hemipterigena|contig_29_gene_13,M35,OG0001974
mpi|P32|190024|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_24,M35,OG0001974
mpi|P47|90011|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_11,M35,OG0001974
mpi|P66|2001702|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_1702,M35,OG0001974
mpi|P7|600014|Fgenesh_Torrubiella_hemipterigena|contig_60_gene_14,M35,OG0001974
mpi|P60|90012|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_12,M35,OG0001974
mpi|P63|110019|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_19,M35,OG0001974
mpi|P46|660016|Fgenesh_Torrubiella_hemipterigena|contig_66_gene_16,M35,OG0001974
mpi|P49|18001769|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_1769,M35,OG0001974
mpi|P421|34003321|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_3321,M35,OG0001974
mpi|P5|420014|Fgenesh_Torrubiella_hemipterigena|contig_42_gene_14,M35,OG0001974
mpi|P43|300042|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_42,M35,OG0001974
mpi|P1|6003372|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_3372,M35,OG0001974
mpi|P19|110020|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_20,M35,OG0001974
mpi|P44|30021|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_21,M35,OG0001974
