Orthogroup,mean distance to transposon,conservation
OG0003548,95181.08333333333,core
OG0003549,94392.55555555556,core
OG0003550,93242.875,core
OG0003551,92873.93055555556,core
OG0003552,92241.26388888889,core
OG0003553,84725.43661971831,core
OG0003554,82695.81690140846,core
OG0003555,81001.1690140845,core
OG0003556,82302.95774647887,core
OG0003557,82450.21126760563,core
OG0003558,89499.02816901408,core
OG0003559,91419.6338028169,core
OG0003560,92739.0985915493,core
OG0003561,94805.0,core
OG0003562,98918.57746478873,core
OG0003563,99394.5352112676,core
OG0003564,99409.26760563381,core
OG0003565,101714.92957746479,core
OG0003566,102140.01408450704,core
OG0003567,103616.0,core
OG0003568,283491.51515151514,core
OG0003569,283344.8939393939,core
OG0003570,284450.42424242425,core
OG0003571,284957.9393939394,core
OG0003572,285087.7727272727,core
OG0003573,284890.2878787879,core
OG0003574,287341.8,core
OG0003575,287994.3384615385,core
OG0003576,285719.2,core
OG0003577,288553.56923076924,core
OG0003578,287788.9692307692,core
OG0003579,286711.46153846156,core
OG0003580,286621.8461538461,core
OG0003581,287880.8923076923,core
OG0003582,288046.6153846154,core
OG0003583,288874.72307692305,core
OG0003584,289923.6461538462,core
OG0003585,290833.8461538461,core
OG0003586,295020.8923076923,core
OG0003587,295726.4,core
OG0003588,296430.72307692305,core
OG0003589,295992.3846153846,core
OG0003590,295842.3230769231,core
OG0003591,298185.2,core
OG0003592,295891.1076923077,core
OG0003593,295931.09230769234,core
OG0003594,295588.8615384615,core
OG0003595,295679.92307692306,core
OG0003596,295312.8923076923,core
OG0003597,292464.26153846155,core
OG0003598,294540.3846153846,core
OG0003599,294804.1076923077,core
OG0003600,293913.0,core
OG0003601,293810.3846153846,core
OG0003602,293931.7846153846,core
OG0003603,293885.41538461536,core
OG0003604,289630.9090909091,core
OG0003605,289020.1515151515,core
OG0003606,288383.0909090909,core
OG0003607,288275.2727272727,core
OG0003608,287006.0909090909,core
OG0003609,286850.9393939394,core
OG0003610,287160.6060606061,core
OG0003611,284221.3787878788,core
OG0003612,285229.6060606061,core
OG0003613,284703.7121212121,core
OG0003614,283723.5,core
OG0003615,283865.92424242425,core
OG0003616,283917.7121212121,core
OG0003617,284555.75757575757,core
OG0003618,283347.3787878788,core
OG0003619,280328.2272727273,core
OG0003620,279698.0303030303,core
OG0003621,279468.5303030303,core
OG0003622,279681.07575757575,core
OG0003623,274167.49253731343,core
OG0003624,273715.58208955225,core
OG0003625,274302.32835820894,core
OG0003626,275259.5970149254,core
OG0003627,275410.8805970149,core
OG0003628,275910.58208955225,core
OG0003629,276383.5223880597,core
OG0003630,276385.19402985077,core
OG0003631,276510.98507462686,core
OG0003632,275653.77611940296,core
OG0003633,294283.8939393939,core
OG0003634,293507.5606060606,core
OG0003635,293332.3333333333,core
OG0003636,292551.7121212121,core
OG0003637,292618.0303030303,core
OG0003638,291026.42424242425,core
OG0003639,290698.0606060606,core
OG0003640,290006.48484848486,core
OG0003641,287077.4696969697,core
OG0003642,301990.74242424243,core
OG0003643,302019.3484848485,core
OG0003644,289578.6666666667,core
OG0003645,290872.0,core
OG0003646,292371.0,core
OG0003647,291563.86363636365,core
OG0003648,293064.30303030304,core
OG0003649,292479.2878787879,core
OG0003650,293968.4090909091,core
OG0003651,293381.95454545453,core
OG0003652,298372.7727272727,core
OG0003653,299096.69696969696,core
OG0003654,298115.74242424243,core
OG0003655,298579.42424242425,core
OG0003656,297763.6666666667,core
OG0003657,297087.6212121212,core
OG0003658,316541.4142857143,core
OG0003659,314368.28571428574,core
OG0003660,315017.7,core
OG0003661,314026.45714285714,core
OG0003662,312294.4857142857,core
OG0003663,311151.2428571429,core
OG0003664,307468.6285714286,core
OG0003665,307311.85714285716,core
OG0003666,306775.4,core
OG0003667,312877.4857142857,core
OG0003668,311293.4,core
OG0003669,303162.4647887324,core
OG0003670,303340.2676056338,core
OG0003671,299565.2676056338,core
OG0003672,299298.0281690141,core
OG0003673,299033.77464788733,core
OG0003674,297307.23943661974,core
OG0003675,291556.4366197183,core
OG0003676,291394.6478873239,core
OG0003677,283986.0571428572,core
OG0003678,282894.8028169014,core
OG0003679,279856.8028169014,core
OG0003680,273186.08450704225,core
OG0003681,272292.94366197183,core
OG0003682,267784.676056338,core
OG0003683,256418.28169014084,core
OG0003684,255922.0704225352,core
OG0003685,254640.2394366197,core
OG0003686,251208.52112676058,core
OG0003687,251464.57746478874,core
OG0003688,250419.28169014084,core
OG0003689,250318.8028169014,core
OG0003690,249360.64788732395,core
OG0003691,247178.38028169013,core
OG0003692,246532.0985915493,core
OG0003693,246133.30985915492,core
OG0003694,244357.78873239437,core
OG0003695,243895.35211267605,core
OG0003696,243928.5915492958,core
OG0003697,242943.8309859155,core
OG0003698,239106.7,core
OG0003699,232353.45070422534,core
OG0003700,233727.71830985916,core
OG0003701,211978.04225352113,core
OG0003702,207987.05633802817,core
OG0003703,206517.9295774648,core
OG0003704,199876.85915492958,core
OG0003705,201304.47887323942,core
OG0003706,201078.2676056338,core
OG0003707,200596.84507042254,core
OG0003708,200019.74647887325,core
OG0003709,200094.97183098592,core
OG0003710,198641.54929577466,core
OG0003711,198595.38028169013,core
OG0003712,197233.04225352113,core
OG0003713,197078.11267605633,core
OG0003714,197477.88732394367,core
OG0003715,197310.7323943662,core
OG0003716,196365.8309859155,core
OG0003717,196104.61971830987,core
OG0003718,195233.35211267605,core
OG0003719,195022.94366197183,core
OG0003720,194787.14084507042,core
OG0003721,194461.8309859155,core
OG0003722,191686.9014084507,core
OG0003723,193083.2676056338,core
OG0003724,192685.87323943662,core
OG0003725,191142.14084507042,core
OG0003726,190256.47887323942,core
OG0003727,189786.85915492958,core
OG0003728,189715.38028169013,core
OG0003729,189404.98591549296,core
OG0003730,189508.7605633803,core
OG0003731,189392.21126760563,core
OG0003732,188392.46478873238,core
OG0003733,187692.42253521126,core
OG0003734,185116.15492957746,core
OG0003735,183822.91549295775,core
OG0003736,183154.64788732395,core
OG0003737,181108.02816901408,core
OG0003738,180599.3661971831,core
OG0003739,179311.7605633803,core
OG0003740,177523.53521126762,core
OG0003741,155868.5915492958,core
OG0003742,146918.8028169014,core
OG0003743,145902.30985915492,core
OG0003744,143560.7605633803,core
OG0003745,142382.0985915493,core
OG0003746,138823.0704225352,core
OG0003747,139102.21126760563,core
OG0003748,137812.49295774646,core
OG0003749,137534.8309859155,core
OG0003750,135532.38028169013,core
OG0003751,130905.33802816902,core
OG0003752,153448.28169014084,core
OG0003753,154069.57746478874,core
OG0003754,155881.8028169014,core
OG0003755,170626.70422535212,core
OG0003756,172848.1971830986,core
OG0003757,160355.74647887325,core
OG0003758,161265.7323943662,core
OG0003759,160339.50704225354,core
OG0003760,158070.8028169014,core
OG0003761,158648.71830985916,core
OG0003762,151179.0,core
OG0003763,151479.05633802817,core
OG0003764,149397.661971831,core
OG0003765,148447.2676056338,core
OG0003766,148376.25352112675,core
OG0003767,151971.338028169,core
OG0003768,154364.0,core
OG0003769,154287.60563380283,core
OG0003770,154376.85915492958,core
OG0003771,156494.01408450704,core
OG0003772,157639.46478873238,core
OG0003773,158174.3661971831,core
OG0003774,160888.2394366197,core
OG0003775,161954.02816901408,core
OG0003776,164167.6338028169,core
OG0003777,166607.46478873238,core
OG0003778,166627.8028169014,core
OG0003779,168514.21126760563,core
OG0003780,169063.08450704225,core
OG0003781,170138.88732394367,core
OG0003782,170366.5633802817,core
OG0003783,170713.6338028169,core
OG0003784,169112.95774647887,core
OG0003785,170648.64788732395,core
OG0003786,173445.53521126762,core
OG0003787,174785.15492957746,core
OG0003788,174758.42253521126,core
OG0003789,176055.8028169014,core
OG0003790,177538.15492957746,core
OG0003791,177917.45070422534,core
OG0003792,179730.71830985916,core
OG0003793,183797.661971831,core
OG0003794,185688.12676056338,core
OG0003795,186627.05633802817,core
OG0003796,187672.45070422534,core
OG0003797,187745.77464788733,core
OG0003798,189102.02816901408,core
OG0003799,187975.42253521126,core
OG0003800,191165.8309859155,core
OG0003801,193962.9014084507,core
OG0003802,193375.38028169013,core
OG0003803,194931.77464788733,core
OG0003804,193836.8309859155,core
OG0003805,195413.67605633804,core
OG0003806,194706.61971830987,core
OG0003807,195056.54929577466,core
OG0003808,195858.60563380283,core
OG0003809,195264.81690140846,core
OG0003810,201092.08450704225,core
OG0003811,203565.0985915493,broadlyConserved
OG0003812,200894.87323943662,core
OG0003813,200222.87323943662,core
OG0003814,206882.18309859154,core
OG0003815,217124.88732394367,core
OG0003816,213546.57746478874,core
OG0003817,214696.04225352113,core
OG0003818,214610.47887323942,core
OG0003819,214085.9295774648,core
OG0003820,209423.7323943662,core
OG0003821,211527.53521126762,core
OG0003822,210282.05633802817,core
OG0003823,207017.01408450704,core
OG0003824,205125.01408450704,core
OG0003825,204560.7323943662,core
OG0003826,178389.97183098592,core
OG0003827,189819.47887323942,core
OG0003828,190327.42253521126,core
OG0003829,188719.35211267605,core
OG0003830,187943.8309859155,core
OG0003831,186090.18309859154,core
OG0003832,181917.28169014084,core
OG0003833,181472.61971830987,core
OG0003834,170979.28169014084,core
OG0003835,170474.47887323942,core
OG0003836,169216.53521126762,core
OG0003837,162143.30985915492,core
OG0003838,160178.64788732395,core
OG0003839,159731.2676056338,core
OG0003840,157900.338028169,core
OG0003841,157682.9295774648,core
OG0003842,156021.02816901408,core
OG0003843,155564.87323943662,core
OG0003844,155424.60563380283,core
OG0003845,154037.69014084508,core
OG0003846,154525.1690140845,core
OG0003847,154151.04225352113,core
OG0003848,152926.6338028169,core
OG0003849,153706.9295774648,core
OG0003850,153061.39436619717,core
OG0003851,153151.61971830987,core
OG0003852,146481.9714285714,core
OG0003853,163587.57971014493,core
OG0003854,164731.36231884058,core
OG0003855,164829.91304347827,core
OG0003856,165337.0,core
OG0003857,166111.4492753623,core
OG0003858,167254.63768115942,core
OG0003859,167486.84057971014,core
OG0003860,168289.9420289855,core
OG0003861,169305.07246376813,core
OG0003862,170383.4347826087,core
OG0003863,172422.26086956522,core
OG0003864,172688.95652173914,core
OG0003865,172445.4492753623,core
OG0003866,169785.92753623187,core
OG0003867,174997.21739130435,core
OG0003868,175546.3768115942,core
OG0003869,186376.64705882352,core
OG0003870,187274.8088235294,core
OG0003871,188847.86764705883,core
OG0003872,191589.60294117648,core
OG0003873,195218.66176470587,core
OG0003874,197726.51470588235,core
OG0003875,198763.76470588235,core
OG0003876,202341.33823529413,core
OG0003877,202662.2205882353,core
OG0003878,203542.67647058822,core
OG0003879,205495.95588235295,core
OG0003880,206118.58823529413,core
OG0003881,206388.45588235295,core
OG0003882,207434.23529411765,core
OG0003883,209684.1911764706,core
OG0003884,209666.20588235295,core
OG0003885,212711.92647058822,core
OG0003886,217461.45588235295,core
OG0003887,221840.23529411765,core
OG0003888,222035.61764705883,core
OG0003889,224114.64705882352,core
OG0003890,223713.60294117648,core
OG0003891,226810.6911764706,core
OG0003892,234914.61764705883,core
OG0003893,234456.58823529413,core
OG0003894,233028.01470588235,core
OG0003895,232344.79411764705,core
OG0003896,230664.11764705883,core
OG0003897,228676.7794117647,core
OG0003898,227113.7205882353,core
OG0003899,241933.25,core
OG0003900,270298.60294117645,core
OG0003901,272045.95588235295,core
OG0003902,272448.45588235295,core
OG0003903,276042.1176470588,core
OG0003904,280084.2794117647,core
OG0003905,281377.32352941175,core
OG0003906,283268.4411764706,core
OG0003907,284283.67647058825,core
OG0003908,287011.1176470588,core
OG0003909,285885.74626865675,core
OG0003910,290404.8382352941,core
OG0003911,290811.25,core
OG0003912,295480.1911764706,core
OG0003913,296585.0882352941,core
OG0003914,301274.3676470588,core
OG0003915,304204.17647058825,core
OG0003916,304369.20588235295,core
OG0003917,306298.3676470588,core
OG0003918,307079.2205882353,core
OG0003919,306873.64705882355,core
OG0003920,312200.85294117645,core
OG0003921,312613.98529411765,core
OG0003922,313690.4117647059,core
OG0003923,314383.14705882355,core
OG0003924,317391.0882352941,core
OG0003925,317726.8823529412,core
OG0003926,320550.42647058825,core
OG0003927,325220.23529411765,core
OG0003928,326310.2794117647,core
OG0003929,325901.75,core
OG0003930,327887.04411764705,core
OG0003931,330307.29411764705,core
OG0003932,330704.54411764705,core
OG0003933,332976.7794117647,core
OG0003934,337514.25,core
OG0003935,338675.2205882353,core
OG0003936,340089.57352941175,core
OG0003937,344095.0,core
OG0003938,343686.5588235294,core
OG0003939,346078.17647058825,core
OG0003940,346810.35294117645,core
OG0003941,346836.4411764706,core
OG0003942,348358.0294117647,core
OG0003943,348692.23529411765,core
OG0003944,349406.1323529412,core
OG0003945,348794.0588235294,core
OG0003946,350485.67647058825,core
OG0003947,350653.5294117647,core
OG0003948,352605.25,core
OG0003949,352848.54411764705,core
OG0003950,354347.35294117645,core
OG0003951,354518.9117647059,core
OG0003952,354175.35294117645,core
OG0003953,354619.23529411765,core
OG0003954,354844.85294117645,core
OG0003955,355522.3823529412,core
OG0003956,355706.70588235295,core
OG0003957,254886.4366197183,core
OG0003958,250705.4084507042,core
OG0003959,246114.21126760563,core
OG0003960,224000.02816901408,core
OG0003961,223536.71830985916,core
OG0003962,222790.22535211267,core
OG0003963,220452.05633802817,core
OG0003964,216595.57746478874,core
OG0003965,209821.30985915492,core
OG0003966,208603.67605633804,core
OG0003967,206176.97183098592,core
OG0003968,204777.77464788733,core
OG0003969,200555.52112676058,core
OG0003970,195524.4084507042,core
OG0003971,194612.87323943662,core
OG0003972,192644.4084507042,core
OG0003973,177450.54929577466,core
OG0003974,174647.54929577466,core
OG0003975,168716.8309859155,core
OG0003976,162472.8309859155,core
OG0003977,158296.71830985916,core
OG0003978,155536.18309859154,core
OG0003979,147020.0,broadlyConserved
OG0003980,145136.46478873238,core
OG0003981,135815.40277777778,core
OG0003982,133693.36111111112,core
OG0003983,132480.43055555556,core
OG0003984,130702.48611111111,core
OG0003985,130720.65277777778,core
OG0003986,127946.5,core
OG0003987,129685.93055555556,core
OG0003988,127263.68055555556,core
OG0003989,126417.27777777778,core
OG0003990,124146.94444444444,core
OG0003991,126961.23611111111,broadlyConserved
OG0003992,123515.25,core
OG0003993,123200.5,core
OG0003994,122984.68055555556,core
OG0003995,123031.65277777778,core
OG0003996,122466.125,core
OG0003997,117216.59722222222,core
OG0003998,115643.95833333333,core
OG0003999,114392.38888888889,core
OG0004000,114520.75,core
OG0004001,114713.94444444444,core
OG0004002,112997.61111111111,core
OG0004003,112947.16666666667,core
OG0004004,111793.22222222222,core
OG0004005,111287.15277777778,core
OG0004006,110420.79166666667,core
OG0004007,109976.36111111111,core
OG0004008,108886.51388888889,core
OG0004009,108478.19444444444,core
OG0004010,107871.54166666667,core
OG0004011,107046.70833333333,core
OG0004012,104107.47222222222,core
OG0004013,101430.79166666667,core
OG0004014,98656.64788732394,core
OG0004015,98504.42253521127,core
OG0004016,83238.84722222222,core
OG0004017,81840.52777777778,core
OG0004018,81352.625,core
OG0004019,80525.83333333333,core
OG0004020,78873.79166666667,core
OG0004021,81357.06944444444,core
OG0004022,82263.5,core
OG0004023,85422.91666666667,core
OG0004024,91011.79166666667,core
OG0004025,112369.98611111111,core
OG0004026,112492.44444444444,core
OG0004027,113625.01388888889,core
OG0004028,111960.88888888889,core
OG0004029,115931.36111111111,core
OG0004030,115784.45833333333,core
OG0004031,117986.05555555556,core
OG0004032,120899.30555555556,core
OG0004033,121984.625,core
OG0004034,122207.75,core
OG0004035,122986.36111111111,core
OG0004036,124070.625,core
OG0004037,124604.20833333333,core
OG0004038,125447.33333333333,core
OG0004039,127226.76388888889,core
OG0004040,143210.26388888888,core
OG0004041,143696.16666666666,core
OG0004042,144658.25,core
OG0004043,148405.18055555556,core
OG0004044,150071.30555555556,core
OG0004045,150879.54166666666,core
OG0004046,150799.34722222222,core
OG0004047,152763.20833333334,core
OG0004048,153213.58333333334,core
OG0004049,153246.75,core
OG0004050,153249.88888888888,core
OG0004051,153621.0,core
OG0004052,154231.36111111112,core
OG0004053,153919.52777777778,core
OG0004054,154483.22222222222,core
OG0004055,154582.55555555556,core
OG0004056,144402.70833333334,core
OG0004057,143497.54166666666,core
OG0004058,144553.56944444444,core
OG0004059,146116.26388888888,core
OG0004060,146081.625,core
OG0004061,146678.86111111112,core
OG0004062,146703.76388888888,core
OG0004063,150741.23611111112,core
OG0004064,151097.06944444444,core
OG0004065,151798.26388888888,core
OG0004066,152245.23611111112,core
OG0004067,152431.95833333334,core
OG0004068,153039.88888888888,core
OG0004069,152924.25,core
OG0004070,152420.5,core
OG0004071,153698.27777777778,core
OG0004072,153652.33333333334,core
OG0004073,154289.38888888888,core
OG0004074,154906.56944444444,core
OG0004075,156299.43055555556,core
OG0004076,158008.76388888888,core
OG0004077,158976.61111111112,core
OG0004078,159963.79166666666,core
OG0004079,159171.30555555556,core
OG0004080,159469.875,core
OG0004081,159029.83333333334,core
OG0004082,162925.19444444444,core
OG0004083,162161.30555555556,core
OG0004084,160851.88888888888,core
OG0004085,161464.11111111112,core
OG0004086,160818.22535211267,core
OG0004087,165395.72222222222,core
OG0004088,163329.98611111112,core
OG0004089,162060.27777777778,core
OG0004090,160526.51388888888,core
OG0004091,159725.94444444444,core
OG0004092,159017.56944444444,core
OG0004093,157566.59722222222,core
OG0004094,151797.23611111112,core
OG0004095,150332.94444444444,core
OG0004096,144289.125,core
OG0004097,144899.34722222222,core
OG0004098,138994.875,core
OG0004099,138197.0,core
OG0004100,136365.86111111112,core
OG0004101,133532.59722222222,core
OG0004102,132966.19444444444,core
OG0004103,131695.61111111112,core
OG0004104,131000.04166666667,core
OG0004105,127718.55555555556,core
OG0004106,124554.09722222222,broadlyConserved
OG0004107,117863.51388888889,core
OG0004108,113316.91666666667,core
OG0004109,110799.875,core
OG0004110,110473.33333333333,core
OG0004111,110028.95833333333,core
OG0004112,109519.70833333333,core
OG0004113,107561.58333333333,core
OG0004114,106916.80555555556,core
OG0004115,106264.25,core
OG0004116,105441.45833333333,core
OG0004117,103659.22222222222,core
OG0004118,102520.91666666667,core
OG0004119,100942.90277777778,core
OG0004120,99422.69444444444,core
OG0004121,97890.81944444444,core
OG0004122,97671.08333333333,core
OG0004123,97053.30555555556,core
OG0004124,93969.08333333333,core
OG0004125,92547.84722222222,core
OG0004126,91885.88888888889,core
OG0004127,90130.90277777778,core
OG0004128,89139.13888888889,core
OG0004129,88918.75,core
OG0004130,87199.95833333333,core
OG0004131,81928.98611111111,core
OG0004132,80373.75,core
OG0004133,77209.06944444444,core
OG0004134,72408.51388888889,core
OG0004135,73126.36111111111,core
OG0004136,74168.48611111111,core
OG0004137,74336.61111111111,core
OG0004138,78163.83333333333,core
OG0004139,78889.66666666667,core
OG0004140,79271.22222222222,core
OG0004141,79437.73611111111,core
OG0004142,80780.19444444444,core
OG0004143,81543.63888888889,core
OG0004144,82059.11111111111,core
OG0004145,82107.83333333333,core
OG0004146,82496.16666666667,core
OG0004147,82823.20833333333,core
OG0004148,83477.75,core
OG0004149,84755.81944444444,core
OG0004150,84864.75,core
OG0004151,87169.06944444444,core
OG0004152,86371.73611111111,core
OG0004153,87362.54166666667,core
OG0004154,89040.19444444444,core
OG0004155,91145.375,core
OG0004156,91212.88888888889,core
OG0004157,94012.09722222222,core
OG0004158,95525.93055555556,core
OG0004159,102714.875,core
OG0004160,105471.25,core
OG0004161,108209.04166666667,core
OG0004162,108689.84722222222,core
OG0004163,130105.91666666667,core
OG0004164,137535.33333333334,core
OG0004165,139255.91666666666,core
OG0004166,141125.81944444444,core
OG0004167,142585.05555555556,core
OG0004168,150507.16666666666,core
OG0004169,149522.66666666666,core
OG0004170,146062.375,core
OG0004171,155205.30555555556,core
OG0004172,155264.90277777778,core
OG0004173,156675.05555555556,core
OG0004174,159144.44444444444,core
OG0004175,163943.80555555556,core
OG0004176,163775.04166666666,core
OG0004177,166371.98611111112,core
OG0004178,166985.55555555556,core
OG0004179,167436.45833333334,core
OG0004180,166501.38888888888,core
OG0004181,168320.33333333334,core
OG0004182,168717.38888888888,core
OG0004183,168668.34722222222,core
OG0004184,168434.76388888888,core
OG0004185,168105.98611111112,core
OG0004186,167794.72222222222,core
OG0004187,167665.69444444444,core
OG0004188,166595.01388888888,core
OG0004189,164476.04166666666,core
OG0004190,164133.29166666666,core
OG0004191,163057.5,core
OG0004192,161808.875,core
OG0004193,156020.43055555556,core
OG0004194,152782.43055555556,core
OG0004195,148536.91666666666,core
OG0004196,144037.95833333334,core
OG0004197,142339.27777777778,core
OG0004198,138367.79166666666,core
OG0004199,136563.70833333334,core
OG0004200,133749.48611111112,core
OG0004201,131031.01388888889,core
OG0004202,129034.63888888889,core
OG0004203,127496.15277777778,core
OG0004204,125192.0,core
OG0004205,122635.22222222222,core
OG0004206,120980.80555555556,core
OG0004207,118414.38888888889,core
OG0004208,96852.26388888889,core
OG0004209,76467.18055555556,core
OG0004210,74460.33333333333,core
OG0004211,74239.33333333333,core
OG0004212,72635.81944444444,core
OG0004213,71862.06944444444,core
OG0004214,71784.125,core
OG0004215,71555.41666666667,core
OG0004216,70587.70833333333,core
OG0004217,68953.48611111111,core
OG0004218,68589.69444444444,core
OG0004219,65515.069444444445,core
OG0004220,65402.63888888889,core
OG0004221,64176.61111111111,core
OG0004222,62541.625,core
OG0004223,61758.59722222222,core
OG0004224,59198.26388888889,core
OG0004225,53617.34722222222,core
OG0004226,50893.708333333336,core
OG0004227,48500.61111111111,core
OG0004228,43952.73611111111,core
OG0004229,41882.36111111111,core
OG0004230,40025.083333333336,core
OG0004231,36576.444444444445,core
OG0004232,33811.88888888889,core
OG0004233,30239.722222222223,core
OG0004234,25244.597222222223,core
OG0004235,20229.666666666668,core
OG0004236,13496.055555555555,core
OG0004237,79275.05633802817,core
OG0004238,81976.15492957746,core
OG0004239,94506.32857142857,core
OG0004240,103186.57746478873,core
OG0004241,109957.80555555556,core
OG0004242,117001.58333333333,core
OG0004243,121667.26388888889,core
OG0004244,124583.15277777778,core
OG0004245,127605.47222222222,core
OG0004246,127767.97222222222,core
OG0004247,131140.125,core
OG0004248,133235.58333333334,core
OG0004249,135323.04166666666,core
OG0004250,136514.19444444444,core
OG0004251,137028.01388888888,core
OG0004252,138619.58333333334,core
OG0004253,140303.58333333334,core
OG0004254,140650.90277777778,core
OG0004255,147496.54166666666,core
OG0004256,154886.56944444444,core
OG0004257,155841.90277777778,core
OG0004258,158550.54166666666,core
OG0004259,159291.86111111112,core
OG0004260,162063.29166666666,core
OG0004261,164072.06944444444,core
OG0004262,166700.56944444444,core
OG0004263,168015.51388888888,core
OG0004264,181520.0,core
OG0004265,186754.375,core
OG0004266,189072.19444444444,core
OG0004267,189537.13888888888,core
OG0004268,191139.84722222222,core
OG0004269,192033.08333333334,core
OG0004270,196342.23611111112,core
OG0004271,199835.06944444444,core
OG0004272,207119.91666666666,core
OG0004273,208595.97222222222,core
OG0004274,210951.0704225352,core
OG0004275,220983.7323943662,core
OG0004276,221994.14084507042,core
OG0004277,222534.77464788733,core
OG0004278,225286.98591549296,core
OG0004279,226555.77464788733,core
OG0004280,230958.46478873238,core
OG0004281,233280.2676056338,core
OG0004282,234183.91549295775,core
OG0004283,236160.2394366197,core
OG0004284,236486.8028169014,core
OG0004285,237836.87323943662,core
OG0004286,237698.8028169014,core
OG0004287,242840.4084507042,core
OG0004288,245721.6338028169,core
OG0004289,247455.57746478874,core
OG0004290,247410.4366197183,core
OG0004291,260352.12676056338,core
OG0004292,263507.54929577466,core
OG0004293,263912.5211267606,core
OG0004294,269043.1690140845,core
OG0004295,271044.323943662,core
OG0004296,272100.323943662,core
OG0004297,270943.8169014084,core
OG0004298,271675.88732394367,core
OG0004299,272544.8028169014,core
OG0004300,281674.6056338028,core
OG0004301,281597.05633802817,core
OG0004302,281110.7323943662,core
OG0004303,281099.3661971831,core
OG0004304,281279.42253521126,core
OG0004305,277020.6478873239,core
OG0004306,276739.5211267606,core
OG0004307,276995.2957746479,core
OG0004308,265624.6338028169,core
OG0004309,264941.0985915493,core
OG0004310,261649.0,core
OG0004311,261424.71830985916,core
OG0004312,255292.0985915493,core
OG0004313,252301.08450704225,core
OG0004314,247809.1690140845,core
OG0004315,247842.7323943662,core
OG0004316,239065.7323943662,core
OG0004317,239308.08450704225,core
OG0004318,228436.9014084507,core
OG0004319,223854.1690140845,core
OG0004320,223030.30985915492,core
OG0004321,220860.42253521126,core
OG0004322,219011.67605633804,core
OG0004323,217131.60563380283,core
OG0004324,216683.39436619717,core
OG0004325,215345.38028169013,core
OG0004326,210914.60563380283,core
OG0004327,209518.70422535212,core
OG0004328,196509.54929577466,core
OG0004329,190479.661971831,core
OG0004330,187781.08450704225,core
OG0004331,186178.3661971831,core
OG0004332,174431.35211267605,core
OG0004333,170811.87323943662,core
OG0004334,167107.25352112675,core
OG0004335,166604.50704225354,core
OG0004336,162896.02816901408,core
OG0004337,158301.71830985916,core
OG0004338,155805.8028169014,core
OG0004339,153345.7605633803,core
OG0004340,152818.6338028169,core
OG0004341,141678.64788732395,core
OG0004342,141465.2676056338,core
OG0004343,144713.8028169014,core
OG0004344,141414.22535211267,core
OG0004345,141236.54929577466,core
OG0004346,141014.70422535212,core
OG0004347,139038.7323943662,core
OG0004348,136545.42253521126,core
OG0004349,134895.15492957746,core
OG0004350,133166.15492957746,core
OG0004351,126909.74647887323,core
OG0004352,121973.52112676056,core
OG0004353,121161.0,core
OG0004354,120448.38028169014,broadlyConserved
OG0004355,119459.14084507042,core
OG0004356,116905.73239436619,core
OG0004357,114654.52112676056,core
OG0004358,115218.39436619719,core
OG0004359,114068.59154929577,core
OG0004360,114157.3661971831,core
OG0004361,110984.91549295775,core
OG0004362,107809.97183098592,core
OG0004363,107385.97183098592,core
OG0004364,102446.98591549296,core
OG0004365,97160.23943661971,core
OG0004366,95631.85915492958,core
OG0004367,95728.26760563381,core
OG0004368,93984.76056338029,core
OG0004369,93849.78873239437,core
OG0004370,91230.60563380281,core
OG0004371,92523.26760563381,core
OG0004372,99538.59154929577,core
OG0004373,104228.04225352113,core
OG0004374,105286.85915492958,core
OG0004375,113849.33802816902,core
OG0004376,114668.11267605633,core
OG0004377,114921.43661971831,core
OG0004378,114746.5352112676,core
OG0004379,115867.54929577465,core
OG0004380,120363.80281690141,core
OG0004381,119084.56944444444,core
OG0004382,119454.26388888889,core
OG0004383,120421.54166666667,core
OG0004384,119476.25,core
OG0004385,133644.7605633803,core
OG0004386,132502.45070422534,core
OG0004387,130425.07042253521,core
OG0004388,127086.18309859154,core
OG0004389,121539.18309859154,core
OG0004390,119989.9014084507,core
OG0004391,116095.1690140845,core
OG0004392,111622.5352112676,core
OG0004393,110371.125,core
OG0004394,109015.27777777778,core
OG0004395,109038.23611111111,core
OG0004396,109425.09722222222,core
OG0004397,109445.75,core
OG0004398,108642.22222222222,core
OG0004399,108640.52777777778,core
OG0004400,108171.51388888889,core
OG0004401,103701.78873239437,core
OG0004402,104378.15492957746,core
OG0004403,103806.14084507042,core
OG0004404,104605.67605633802,core
OG0004405,103187.76388888889,core
OG0004406,99527.95774647887,core
OG0004407,99891.28169014085,core
OG0004408,100469.87323943662,core
OG0004409,100601.26760563381,core
OG0004410,102482.11267605633,core
OG0004411,102261.0,core
OG0004412,102273.57746478873,core
OG0004413,101670.84507042254,core
OG0004414,101504.14084507042,core
OG0004415,101129.5352112676,core
OG0004416,100207.38028169014,core
OG0004417,95947.81690140846,core
OG0004418,99263.8309859155,core
OG0004419,89026.61971830986,core
OG0004420,87982.11267605633,core
OG0004421,85488.19718309859,core
OG0004422,85733.85915492958,core
OG0004423,84222.0,core
OG0004424,79651.60563380281,core
OG0004425,78845.76056338029,core
OG0004426,77353.3661971831,core
OG0004427,73958.66197183098,core
OG0004428,73427.71830985915,core
OG0004429,70349.22535211267,core
OG0004430,69307.21126760563,core
OG0004431,69183.61971830986,core
OG0004432,69156.66197183098,core
